rank	title	link	year	genre	description
808	Stalag 17	https://www.imdb.com/title/tt0046359/?ref_=adv_li_tt	1953	Comedy, Drama, War	After two Americans are killed while escaping from a German P.O.W. camp in World War II, the barracks black marketeer, J.J. Sefton, is suspected of being an informer.
809	Hard Boiled	https://www.imdb.com/title/tt0104684/?ref_=adv_li_tt	1992	Action, Crime, Thriller	A tough-as-nails cop teams up with an undercover agent to shut down a sinister mobster and his crew.
810	Amarcord	https://www.imdb.com/title/tt0071129/?ref_=adv_li_tt	1973	Comedy, Drama	A series of comedic and nostalgic vignettes set in a 1930s Italian coastal town.
811	Marty	https://www.imdb.com/title/tt0048356/?ref_=adv_li_tt	1955	Drama, Romance	A middle-aged butcher and a school teacher who have given up on the idea of love meet at a dance and fall for each other.
812	Scarface	https://www.imdb.com/title/tt0023427/?ref_=adv_li_tt	1932	Action, Crime, Drama	An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall.
813	Frost/Nixon	https://www.imdb.com/title/tt0870111/?ref_=adv_li_tt	2008	Biography, Drama, History	A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.
814	The Sacrifice	https://www.imdb.com/title/tt0091670/?ref_=adv_li_tt	1986	Drama	At the dawn of World War III, a man searches for a way to restore peace to the world and finds he must give something in return.
815	A Prophet	https://www.imdb.com/title/tt1235166/?ref_=adv_li_tt	2009	Crime, Drama	A young Algerian man is sent to a French prison.
816	Nine Queens	https://www.imdb.com/title/tt0247586/?ref_=adv_li_tt	2000	Crime, Drama, Thriller	Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the "nine queens").
817	Pather Panchali	https://www.imdb.com/title/tt0048473/?ref_=adv_li_tt	1955	Drama	Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work.
818	The Edge of Heaven	https://www.imdb.com/title/tt0880502/?ref_=adv_li_tt	2007	Drama	A Turkish man travels to Istanbul to find the daughter of his father's former girlfriend.
819	The Chorus	https://www.imdb.com/title/tt0372824/?ref_=adv_li_tt	2004	Drama, Music	The new teacher at a severely administered boys' boarding school works to positively affect the students' lives through music.
820	Cowboy Bebop: The Movie	https://www.imdb.com/title/tt0275277/?ref_=adv_li_tt	2001	Animation, Action, Crime	A terrorist explosion releases a deadly virus on the masses, and it's up to the bounty-hunting Bebop crew to catch the cold-blooded culprit.
821	Sardar Udham	https://www.imdb.com/title/tt10280296/?ref_=adv_li_tt	2021	Biography, Crime, Drama	A biopic detailing the 2 decades that Punjabi Sikh revolutionary, Udham Singh, spent planning the assassination of the man responsible for the Jallianwala Bagh massacre.
822	Nobody Knows	https://www.imdb.com/title/tt0408664/?ref_=adv_li_tt	2004	Drama	In a small Tokyo apartment, twelve-year-old Akira must care for his younger siblings after their mother leaves them and shows no sign of returning.
823	Lagaan: Once Upon a Time in India	https://www.imdb.com/title/tt0169102/?ref_=adv_li_tt	2001	Drama, Musical, Sport	The people of a small village in Victorian India stake their future on a game of cricket against their ruthless British rulers.
824	Black Narcissus	https://www.imdb.com/title/tt0039192/?ref_=adv_li_tt	1947	Drama	A group of nuns struggle to establish a convent in the Himalayas, while isolation, extreme weather, altitude, and culture clashes all conspire to drive the well-intentioned missionaries mad.
825	The Virgin Spring	https://www.imdb.com/title/tt0053976/?ref_=adv_li_tt	1960	Drama	In 14th-century Sweden, an innocent yet pampered teenage girl and her family's pregnant and jealous servant set out from their farm to deliver candles to church, but only one returns from events that transpire in the woods along the way.
826	In a Lonely Place	https://www.imdb.com/title/tt0042593/?ref_=adv_li_tt	1950	Drama, Film-Noir, Mystery	A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts.
827	Once Upon a Time in Anatolia	https://www.imdb.com/title/tt1827487/?ref_=adv_li_tt	2011	Crime, Drama, Thriller	A group of men set out in search of a dead body in the Anatolian steppes.
828	The Muppet Christmas Carol	https://www.imdb.com/title/tt0104940/?ref_=adv_li_tt	1992	Comedy, Drama, Family	The Muppets present their own touching rendition of Charles Dickens' classic tale.
829	His Girl Friday	https://www.imdb.com/title/tt0032599/?ref_=adv_li_tt	1940	Comedy, Drama, Romance	A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying.
830	Cléo from 5 to 7	https://www.imdb.com/title/tt0055852/?ref_=adv_li_tt	1962	Comedy, Drama, Music	Cleo, a singer and hypochondriac, becomes increasingly worried that she might have cancer while awaiting test results from her doctor.
831	Andrei Rublev	https://www.imdb.com/title/tt0060107/?ref_=adv_li_tt	1966	Biography, Drama, History	The life, times and afflictions of the fifteenth-century Russian iconographer St. Andrei Rublev.
832	The Kid	https://www.imdb.com/title/tt0012349/?ref_=adv_li_tt	1921	Comedy, Drama, Family	The Tramp cares for an abandoned child, but events put their relationship in jeopardy.
833	Adam's Apples	https://www.imdb.com/title/tt0418455/?ref_=adv_li_tt	2005	Comedy, Crime, Drama	A neo-Nazi sentenced to community service at a church clashes with the blindly devoted minister.
834	Sunrise	https://www.imdb.com/title/tt0018455/?ref_=adv_li_tt	1927	Drama, Romance	A sophisticated city woman seduces a farmer and convinces him to murder his wife and join her in the city, but he ends up rekindling his romance with his wife when he changes his mind at the last moment.
835	The Umbrellas of Cherbourg	https://www.imdb.com/title/tt0058450/?ref_=adv_li_tt	1964	Drama, Musical, Romance	A young woman separated from her lover by war faces a life-altering decision.
836	Quo Vadis, Aida?	https://www.imdb.com/title/tt8633462/?ref_=adv_li_tt	2020	Drama, History, War	Aida is a translator for the UN in the small town of Srebrenica. When the Serbian army takes over the town, her family is among the thousands of citizens looking for shelter in the UN camp.
837	Inherit the Wind	https://www.imdb.com/title/tt0053946/?ref_=adv_li_tt	1960	Biography, Drama, History	Based on a real-life case in 1925, two great lawyers argue the case for and against a Tennessee science teacher accused of the crime of teaching evolution.
838	The Exterminating Angel	https://www.imdb.com/title/tt0056732/?ref_=adv_li_tt	1962	Drama, Fantasy	The guests at an upper-class dinner party find themselves unable to leave.
839	Battleship Potemkin	https://www.imdb.com/title/tt0015648/?ref_=adv_li_tt	1925	Drama, History, Thriller	In the midst of the Russian Revolution of 1905, the crew of the battleship Potemkin mutiny against the brutal, tyrannical regime of the vessel's officers. The resulting street demonstration in Odessa brings on a police massacre.
840	Z	https://www.imdb.com/title/tt0065234/?ref_=adv_li_tt	1969	Crime, Drama, Thriller	The public murder of a prominent politician and doctor amid a violent demonstration is covered up by military and government officials. A tenacious magistrate is determined not to let them get away with it.
841	The Killer	https://www.imdb.com/title/tt0097202/?ref_=adv_li_tt	1989	Action, Crime, Drama	A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded.
842	The Triplets of Belleville	https://www.imdb.com/title/tt0286244/?ref_=adv_li_tt	2003	Animation, Adventure, Comedy	When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him.
843	Key Largo	https://www.imdb.com/title/tt0040506/?ref_=adv_li_tt	1948	Action, Crime, Drama	A man visits his war buddy's family hotel and finds a gangster running things. As a hurricane approaches, the two end up confronting each other.
844	Ivan's Childhood	https://www.imdb.com/title/tt0056111/?ref_=adv_li_tt	1962	Drama, War	During WWII, Soviet orphan Ivan Bondarev strikes up a friendship with three sympathetic Soviet officers while working as a scout behind the German lines.
845	The Thin Man	https://www.imdb.com/title/tt0025878/?ref_=adv_li_tt	1934	Comedy, Crime, Mystery	Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it.
846	The Lunchbox	https://www.imdb.com/title/tt2350496/?ref_=adv_li_tt	2013	Drama, Romance	A mistaken delivery in Mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.
847	The Double Life of Véronique	https://www.imdb.com/title/tt0101765/?ref_=adv_li_tt	1991	Drama, Fantasy, Music	Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected.
848	The Passion of Joan of Arc	https://www.imdb.com/title/tt0019254/?ref_=adv_li_tt	1928	Biography, Drama, History	In 1431, Jeanne d'Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions.
849	The Wild Pear Tree	https://www.imdb.com/title/tt6628102/?ref_=adv_li_tt	2018	Drama	An unpublished writer returns to his hometown after graduating, where he seeks sponsors to publish his book while dealing with his father's deteriorating indulgence into gambling.
850	The Magdalene Sisters	https://www.imdb.com/title/tt0318411/?ref_=adv_li_tt	2002	Drama	Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.
851	The Red Circle	https://www.imdb.com/title/tt0065531/?ref_=adv_li_tt	1970	Crime, Drama, Thriller	After leaving prison, master thief Corey crosses paths with a notorious escapee and an alcoholic former policeman. The trio proceed to plot an elaborate heist.
852	Baahubali: The Beginning	https://www.imdb.com/title/tt2631186/?ref_=adv_li_tt	2015	Action, Drama	A child from the Mahishmati kingdom is raised by tribal people and one day learns about his royal heritage, his father's bravery in battle and a mission to overthrow the incumbent ruler.
853	Cries & Whispers	https://www.imdb.com/title/tt0069467/?ref_=adv_li_tt	1972	Drama	When a woman dying of cancer in early twentieth-century Sweden is visited by her two sisters, long-repressed feelings between the siblings rise to the surface.
854	The General	https://www.imdb.com/title/tt0017925/?ref_=adv_li_tt	1926	Action, Adventure, Comedy	After being rejected by the Confederate military, not realizing it was due to his crucial civilian role, an engineer must single-handedly recapture his beloved locomotive after it is seized by Union spies and return it through enemy lines.
855	The Discreet Charm of the Bourgeoisie	https://www.imdb.com/title/tt0068361/?ref_=adv_li_tt	1972	Comedy	A surreal, virtually plotless series of dreams centered around six middle-class people and their consistently interrupted attempts to have a meal together.
856	Nostalghia	https://www.imdb.com/title/tt0086022/?ref_=adv_li_tt	1983	Drama	A Russian poet and his interpreter travel to Italy researching the life of an 18th-century composer, and instead meet a ruminative madman who tells the poet how the world may be saved.
857	The Big Heat	https://www.imdb.com/title/tt0045555/?ref_=adv_li_tt	1953	Crime, Film-Noir, Thriller	Tough cop Dave Bannion takes on a politically powerful crime syndicate.
858	Brief Encounter	https://www.imdb.com/title/tt0037558/?ref_=adv_li_tt	1945	Drama, Romance	Meeting a stranger in a railway station, a woman is tempted to cheat on her husband.
859	Sita Ramam	https://www.imdb.com/title/tt20850406/?ref_=adv_li_tt	2022	Action, Drama, Mystery	An orphan soldier, Lieutenant Ram's life changes, after he gets a letter from a girl named Sita. He meets her and love blossoms between them. When he comes back to his camp in Kashmir,After he gets caught in jail, he sends a letter to Sita which won't reach her.
860	The Lady Vanishes	https://www.imdb.com/title/tt0030341/?ref_=adv_li_tt	1938	Mystery, Thriller	While travelling in continental Europe, a rich young playgirl realizes that an elderly lady seems to have disappeared from the train.
861	To Be or Not to Be	https://www.imdb.com/title/tt0035446/?ref_=adv_li_tt	1942	Comedy, Romance, War	During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.
862	The Postman	https://www.imdb.com/title/tt0110877/?ref_=adv_li_tt	1994	Biography, Comedy, Drama	A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice.
863	Wolf Children	https://www.imdb.com/title/tt2140203/?ref_=adv_li_tt	2012	Animation, Drama, Family	After her werewolf lover unexpectedly dies in an accident while hunting for food for their children, a young woman must find ways to raise the werewolf son and daughter that she had with him while keeping their trait hidden from society.
864	Sweet Smell of Success	https://www.imdb.com/title/tt0051036/?ref_=adv_li_tt	1957	Drama, Film-Noir	Powerful but unethical Broadway columnist J.J. Hunsecker coerces unscrupulous press agent Sidney Falco into breaking up his sister's romance with a jazz musician.
865	Kagemusha	https://www.imdb.com/title/tt0080979/?ref_=adv_li_tt	1980	Drama, History, War	A petty thief with an utter resemblance to a samurai warlord is hired as the lord's double. When the warlord later dies the thief is forced to take up arms in his place.
866	Vikram Vedha	https://www.imdb.com/title/tt6148156/?ref_=adv_li_tt	2017	Action, Crime, Drama	Vikram, a no-nonsense police officer, accompanied by Simon, his partner, is on the hunt to capture Vedha, a smuggler and a murderer. Vedha tries to change Vikram's life, which leads to a conflict.
867	The Adventure	https://www.imdb.com/title/tt0053619/?ref_=adv_li_tt	1960	Drama, Mystery, Romance	A woman disappears during a Mediterranean boating trip. During the search, her lover and her best friend become attracted to each other.
868	About Elly	https://www.imdb.com/title/tt1360860/?ref_=adv_li_tt	2009	Drama, Mystery	The mysterious disappearance of a kindergarten teacher during a picnic in the north of Iran is followed by a series of misadventures for her fellow travelers.
869	Bringing Up Baby	https://www.imdb.com/title/tt0029947/?ref_=adv_li_tt	1938	Comedy	While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby.
870	The Return	https://www.imdb.com/title/tt0376968/?ref_=adv_li_tt	2003	Drama	In the Russian wilderness, two brothers face a range of new, conflicting emotions when their father - a man they know only through a single photograph - resurfaces.
871	The Experiment	https://www.imdb.com/title/tt0250258/?ref_=adv_li_tt	2001	Drama, Thriller	For two weeks, 20 male participants are hired to play prisoners and guards in a prison. The "prisoners" have to follow seemingly mild rules, and the "guards" are told to retain order without using physical violence.
872	Dilwale Dulhania Le Jayenge	https://www.imdb.com/title/tt0112870/?ref_=adv_li_tt	1995	Drama, Romance	When Raj meets Simran in Europe, it isn't love at first sight but when Simran moves to India for an arranged marriage, love makes its presence felt.
873	The Salesman	https://www.imdb.com/title/tt5186714/?ref_=adv_li_tt	2016	Drama, Thriller	While Ranaa and Emad, a married couple, are participating in a production of "Death of a Salesman," she is assaulted in their new home, which leaves him determined to find the perpetrator over his wife's traumatized objections.
874	777 Charlie	https://www.imdb.com/title/tt7466810/?ref_=adv_li_tt	2022	Adventure, Comedy, Drama	Dharma is stuck in a rut with his negative and lonely lifestyle and spends each day in the comfort of his loneliness. A pup named Charlie enters his life and gives him a new perspective towards it.
875	Spring, Summer, Fall, Winter... and Spring	https://www.imdb.com/title/tt0374546/?ref_=adv_li_tt	2003	Drama, Romance	A boy is raised by a Buddhist monk in an isolated floating temple where the years pass like the seasons.
876	The Hidden Fortress	https://www.imdb.com/title/tt0051808/?ref_=adv_li_tt	1958	Action, Adventure, Drama	Lured by gold, two greedy peasants unknowingly escort a princess and her general across enemy lines.
877	The Purple Rose of Cairo	https://www.imdb.com/title/tt0089853/?ref_=adv_li_tt	1985	Comedy, Fantasy, Romance	In 1935 New Jersey, a movie character walks off the screen and into the real world.
878	Confessions	https://www.imdb.com/title/tt1590089/?ref_=adv_li_tt	2010	Drama, Thriller	A psychological thriller of a grieving mother turned cold-blooded avenger with a twisty master plan to pay back those who were responsible for her daughter's death.
879	Uri: The Surgical Strike	https://www.imdb.com/title/tt8291224/?ref_=adv_li_tt	2019	Action, Drama, History	Indian army special forces execute a covert operation, avenging the killing of fellow army men at their base by a terrorist group.
880	Departures	https://www.imdb.com/title/tt1069238/?ref_=adv_li_tt	2008	Drama	A newly unemployed cellist takes a job preparing the dead for funerals.
881	My Man Godfrey	https://www.imdb.com/title/tt0028010/?ref_=adv_li_tt	1936	Comedy, Drama, Romance	A scatterbrained socialite hires a vagrant as a family butler - but there's more to Godfrey than meets the eye.
882	Crimes and Misdemeanors	https://www.imdb.com/title/tt0097123/?ref_=adv_li_tt	1989	Comedy, Drama	An ophthalmologist's mistress threatens to reveal their affair to his wife while a married documentary filmmaker is infatuated with another woman.
883	Black Cat, White Cat	https://www.imdb.com/title/tt0118843/?ref_=adv_li_tt	1998	Comedy, Crime, Romance	Matko and his son Zare live on the banks of the Danube river and get by through hustling and basically doing anything to make a living. In order to pay off a business debt Matko agrees to marry off Zare to the sister of a local gangster.
884	Gully Boy	https://www.imdb.com/title/tt2395469/?ref_=adv_li_tt	2019	Drama, Music, Romance	A coming-of-age story based on the lives of street rappers in Mumbai.
885	Like Father, Like Son	https://www.imdb.com/title/tt2331143/?ref_=adv_li_tt	2013	Drama	Ryota is a successful workaholic businessman. When he learns that his biological son was switched with another boy after birth, he faces the difficult decision to choose his true son or the boy he and his wife have raised as their own.
886	Bajrangi Bhaijaan	https://www.imdb.com/title/tt3863552/?ref_=adv_li_tt	2015	Action, Adventure, Comedy	An Indian man with a magnanimous heart takes a young mute Pakistani girl back to her homeland to reunite her with her family.
887	96	https://www.imdb.com/title/tt7019842/?ref_=adv_li_tt	II 2018	Drama, Romance	Two high school sweethearts meet at a reunion after 22 years and reminisce about their past.
888	K.G.F: Chapter 1	https://www.imdb.com/title/tt7838252/?ref_=adv_li_tt	2018	Action, Crime, Drama	In the 1970s, a gangster named Rocky goes undercover as a slave to assassinate the owner of a notorious gold mine known as the K.G.F.
889	Time of the Gypsies	https://www.imdb.com/title/tt0097223/?ref_=adv_li_tt	1988	Comedy, Crime, Drama	In this luminous tale set in the area around Sarajevo and in Italy, Perhan, an engaging young Romany (gypsy) with telekinetic powers, is seduced by the quick-cash world of petty crime, which threatens to destroy him and those he loves.
890	La strada	https://www.imdb.com/title/tt0047528/?ref_=adv_li_tt	1954	Drama	A care-free girl is sold to a traveling entertainer, consequently enduring physical and emotional pain along the way.
891	How Green Was My Valley	https://www.imdb.com/title/tt0033729/?ref_=adv_li_tt	1941	Drama, Family	At the turn of the century in a Welsh mining village, the Morgans, he stern, she gentle, raise coal-mining sons and hope their youngest will find a better life.
892	Kind Hearts and Coronets	https://www.imdb.com/title/tt0041546/?ref_=adv_li_tt	1949	Comedy, Crime	A distant poor relative of the Duke D'Ascoyne plots to inherit the title by murdering the eight other heirs who stand ahead of him in the line of succession.
893	Haider	https://www.imdb.com/title/tt3390572/?ref_=adv_li_tt	2014	Action, Crime, Drama	A young man returns to Kashmir after his father's disappearance to confront his uncle, whom he suspects of playing a role in his father's fate.
894	Tokyo Godfathers	https://www.imdb.com/title/tt0388473/?ref_=adv_li_tt	2003	Animation, Adventure, Comedy	On Christmas Eve, three homeless people living on the streets of Tokyo discover a newborn baby among the trash and set out to find its parents.
895	Shershaah	https://www.imdb.com/title/tt10295212/?ref_=adv_li_tt	2021	Action, Biography, Drama	Shershaah is the story of PVC awardee Indian soldier Capt. Vikram Batra, whose bravery and unflinching courage in chasing the Pakistani soldiers out of Indian territory contributed immensely in India finally winning the Kargil War in 1999.
896	Sherlock Jr.	https://www.imdb.com/title/tt0015324/?ref_=adv_li_tt	1924	Action, Comedy, Romance	A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.
897	Kantara	https://www.imdb.com/title/tt15327088/?ref_=adv_li_tt	2022	Action, Adventure, Drama	When greed paves the way for betrayal, scheming and murder, a young tribal reluctantly dons the traditions of his ancestors to seek justice.
898	Zindagi Na Milegi Dobara	https://www.imdb.com/title/tt1562872/?ref_=adv_li_tt	2011	Comedy, Drama, Musical	Three friends decide to turn their fantasy vacation into reality after one of their friends gets engaged.
899	Talvar	https://www.imdb.com/title/tt4934950/?ref_=adv_li_tt	2015	Crime, Drama, Mystery	An experienced investigator confronts several conflicting theories about the perpetrators of a violent double homicide.
900	Masaan	https://www.imdb.com/title/tt4635372/?ref_=adv_li_tt	2015	Drama	Along India's Ganges River, four people face prejudice, a strict moral code and a punishing caste system as they confront personal tragedies.
901	Ace in the Hole	https://www.imdb.com/title/tt0043338/?ref_=adv_li_tt	1951	Drama, Film-Noir	A frustrated former big-city journalist now stuck working for an Albuquerque newspaper exploits a story about a man trapped in a cave to rekindle his career, but the situation quickly escalates into an out-of-control circus.
902	Beauty and the Beast	https://www.imdb.com/title/tt0038348/?ref_=adv_li_tt	1946	Drama, Fantasy, Romance	A beautiful young woman takes her father's place as the prisoner of a mysterious beast, who wishes to marry her.
903	A Night at the Opera	https://www.imdb.com/title/tt0026778/?ref_=adv_li_tt	1935	Comedy, Music, Musical	A sly business manager and the wacky friends of two opera singers in Italy help them achieve success in America while humiliating their stuffy and snobbish enemies.
904	Goodbye, Children	https://www.imdb.com/title/tt0092593/?ref_=adv_li_tt	1987	Drama, War	A French boarding school run by priests seems to be a haven from World War II until a new student arrives. Occupying the next bed in the dormitory to the top student in his class, the two young boys begin to form a bond.
905	Throne of Blood	https://www.imdb.com/title/tt0050613/?ref_=adv_li_tt	1957	Drama	A war-hardened general, egged on by his ambitious wife, works to fulfill a prophecy that he would become lord of Spider's Web Castle.
906	Dersu Uzala	https://www.imdb.com/title/tt0071411/?ref_=adv_li_tt	1975	Adventure, Biography, Drama	The Russian army sends an explorer on an expedition to the snowy Siberian wilderness where he makes friends with a seasoned local hunter.
907	After the Wedding	https://www.imdb.com/title/tt0457655/?ref_=adv_li_tt	2006	Drama	A manager of an orphanage in India is sent to Copenhagen, Denmark, where he discovers a life-altering family secret.
908	Millennium Actress	https://www.imdb.com/title/tt0291350/?ref_=adv_li_tt	2001	Animation, Drama, Fantasy	A TV interviewer and his cameraman meet a former actress and travel through her memories and career.
909	No Man's Land	https://www.imdb.com/title/tt0283509/?ref_=adv_li_tt	I 2001	Comedy, Drama, War	Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a living booby trap.
910	The Gold Rush	https://www.imdb.com/title/tt0015864/?ref_=adv_li_tt	1925	Adventure, Comedy, Drama	A prospector goes to the Klondike during the 1890s gold rush in hopes of making his fortune, and is smitten with a girl he sees in a dance hall.
911	Barfi!	https://www.imdb.com/title/tt2082197/?ref_=adv_li_tt	2012	Comedy, Drama, Romance	Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.
912	Cell 211	https://www.imdb.com/title/tt1242422/?ref_=adv_li_tt	2009	Action, Crime, Drama	The story of two men on different sides of a prison riot -- the inmate leading the rebellion and the young guard trapped in the revolt, who poses as a prisoner in a desperate attempt to survive the ordeal.
913	Jab We Met	https://www.imdb.com/title/tt1093370/?ref_=adv_li_tt	2007	Comedy, Drama, Romance	A depressed wealthy businessman finds his life changing after he meets a spunky and care-free young woman.
914	Dil Chahta Hai	https://www.imdb.com/title/tt0292490/?ref_=adv_li_tt	2001	Comedy, Drama, Romance	Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension.
915	The Lost Weekend	https://www.imdb.com/title/tt0037884/?ref_=adv_li_tt	1945	Drama, Film-Noir	The desperate life of a chronic alcoholic is followed through a four-day drinking bout.
916	Baahubali 2: The Conclusion	https://www.imdb.com/title/tt4849438/?ref_=adv_li_tt	2017	Action, Drama	Amarendra Baahubali, the heir apparent to the throne of Mahishmati, finds his life and relationships endangered as his adoptive brother Bhallaladeva conspires to claim the throne.
917	Jules and Jim	https://www.imdb.com/title/tt0055032/?ref_=adv_li_tt	1962	Drama, Romance	Decades of a love triangle concerning two friends and an impulsive woman.
918	Joint Security Area	https://www.imdb.com/title/tt0260991/?ref_=adv_li_tt	2000	Action, Drama, Thriller	After a shooting incident at the North-South Korean border DMZ leaves two North Korean soldiers dead, a neutral Swiss and Swedish team investigates what actually happened.
919	4 Months, 3 Weeks and 2 Days	https://www.imdb.com/title/tt1032846/?ref_=adv_li_tt	2007	Drama	A woman assists her friend in arranging an illegal abortion in 1980s Romania.
920	Nights of Cabiria	https://www.imdb.com/title/tt0050783/?ref_=adv_li_tt	1957	Drama	A waifish prostitute wanders the streets of Rome looking for true love but finds only heartbreak.
921	Elevator to the Gallows	https://www.imdb.com/title/tt0051378/?ref_=adv_li_tt	1958	Crime, Drama, Thriller	A self-assured businessman murders his employer, the husband of his mistress, which unintentionally provokes an ill-fated chain of events.
922	Rang De Basanti	https://www.imdb.com/title/tt0405508/?ref_=adv_li_tt	2006	Comedy, Crime, Drama	The story of six young Indians who assist an English woman to film a documentary on the freedom fighters from their past, and the events that lead them to relive the long-forgotten saga of freedom.
923	Duck Soup	https://www.imdb.com/title/tt0023969/?ref_=adv_li_tt	1933	Comedy, Musical	Rufus T. Firefly is named the dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of his wealthy backer Mrs. Teasdale, contending with two inept spies who can't seem to keep straight which side they're on.
924	My Life to Live	https://www.imdb.com/title/tt0056663/?ref_=adv_li_tt	1962	Drama	Twelve episodic tales in the life of a Parisian woman and her slow descent into prostitution.
925	Rififi	https://www.imdb.com/title/tt0048021/?ref_=adv_li_tt	1955	Crime, Drama, Thriller	Four men plan a technically perfect crime, but the human element intervenes...
926	Love and Death	https://www.imdb.com/title/tt0073312/?ref_=adv_li_tt	1975	Comedy, War	In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon.
927	Hiroshima Mon Amour	https://www.imdb.com/title/tt0052893/?ref_=adv_li_tt	1959	Drama, Romance	A French actress filming an anti-war film in Hiroshima has an affair with a married Japanese architect as they share their differing perspectives on war.
928	The Breadwinner	https://www.imdb.com/title/tt3901826/?ref_=adv_li_tt	2017	Animation, Drama, Family	In 2001, Afghanistan is under the control of the Taliban. When her father is captured, a determined young girl disguises herself as a boy in order to provide for her family.
929	My Father and My Son	https://www.imdb.com/title/tt0476735/?ref_=adv_li_tt	2005	Drama, Family	The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.
930	Ayla: The Daughter of War	https://www.imdb.com/title/tt6316138/?ref_=adv_li_tt	2017	Biography, Drama, History	Sergeant Süleyman finds a little girl on a battlefield during the Korean War. He takes her and names her Ayla. Fifteen months later, Süleyman's brigade is told they will be returning to Turkey, and he is reluctant to leave her behind.
931	The Way He Looks	https://www.imdb.com/title/tt1702014/?ref_=adv_li_tt	2014	Drama, Romance	Leonardo is a blind teenager searching for independence. His everyday life, the relationship with his best friend Giovana, and the way he sees the world change completely with the arrival of Gabriel.
932	Central Station	https://www.imdb.com/title/tt0140888/?ref_=adv_li_tt	1998	Drama	The emotive journey of a former schoolteacher who writes letters for illiterate people, and a young boy whose mother has just died, as they search for the father he never knew.
933	Raise the Red Lantern	https://www.imdb.com/title/tt0101640/?ref_=adv_li_tt	1991	Drama, Romance	A young woman becomes the fourth wife of a wealthy lord, and must learn to live with the strict rules and tensions within the household.
934	Fireworks	https://www.imdb.com/title/tt0119250/?ref_=adv_li_tt	1997	Crime, Drama, Romance	Nishi leaves the police in the face of harrowing personal and professional difficulties. Spiraling into depression, he makes questionable decisions.
935	Raatchasan	https://www.imdb.com/title/tt7060344/?ref_=adv_li_tt	2018	Action, Crime, Drama	A sub-inspector sets out in pursuit of a mysterious serial killer who targets teen school girls and murders them brutally.
936	The Rules of the Game	https://www.imdb.com/title/tt0031885/?ref_=adv_li_tt	1939	Comedy, Drama	A bourgeois life in France at the onset of World War II, as the rich and their poor servants meet up at a French chateau.
937	Pink	https://www.imdb.com/title/tt5571734/?ref_=adv_li_tt	III 2016	Crime, Drama, Thriller	When three young women are implicated in a crime, a retired lawyer steps forward to help them clear their names.
938	Knockin' on Heaven's Door	https://www.imdb.com/title/tt0119472/?ref_=adv_li_tt	1997	Action, Crime, Comedy	Two terminally ill patients escape from a hospital, steal a car and rush towards the sea.
939	In America	https://www.imdb.com/title/tt0298845/?ref_=adv_li_tt	2002	Drama	A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child.
940	The Girl Who Leapt Through Time	https://www.imdb.com/title/tt0808506/?ref_=adv_li_tt	2006	Animation, Adventure, Comedy	A high-school girl named Makoto acquires the power to travel back in time, and decides to use it for her own personal benefits. Little does she know that she is affecting the lives of others just as much as she is her own.
941	White Heat	https://www.imdb.com/title/tt0042041/?ref_=adv_li_tt	1949	Action, Crime, Drama	A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist.
