rank	title	link	year	genre	description
380	Crash	https://www.imdb.com/title/tt0375679/?ref_=adv_li_tt	I 2004	Crime, Drama, Thriller	Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.
381	The Boondock Saints	https://www.imdb.com/title/tt0144117/?ref_=adv_li_tt	1999	Action, Crime, Thriller	Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.
382	Despicable Me	https://www.imdb.com/title/tt1323594/?ref_=adv_li_tt	2010	Animation, Adventure, Comedy	When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.
383	The Name of the Rose	https://www.imdb.com/title/tt0091605/?ref_=adv_li_tt	1986	Drama, Mystery, Thriller	An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.
384	Goldfinger	https://www.imdb.com/title/tt0058150/?ref_=adv_li_tt	1964	Action, Adventure, Thriller	While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.
385	Akira	https://www.imdb.com/title/tt0094625/?ref_=adv_li_tt	1988	Animation, Action, Drama	A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by a teenager, his gang of biker friends and a group of psychics.
386	The Best Offer	https://www.imdb.com/title/tt1924396/?ref_=adv_li_tt	2013	Crime, Drama, Mystery	A lonely art expert working for a mysterious and reclusive heiress finds not only her art worth examining.
387	Marriage Story	https://www.imdb.com/title/tt7653254/?ref_=adv_li_tt	2019	Drama, Romance	Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together.
388	Portrait of a Lady on Fire	https://www.imdb.com/title/tt8613070/?ref_=adv_li_tt	2019	Drama, Romance	On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.
389	The Secret in Their Eyes	https://www.imdb.com/title/tt1305806/?ref_=adv_li_tt	2009	Drama, Mystery, Romance	A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.
390	Seven Samurai	https://www.imdb.com/title/tt0047478/?ref_=adv_li_tt	1954	Action, Drama	Farmers from a village exploited by bandits hire a veteran samurai for protection, who gathers six other samurai to join him.
391	Gravity	https://www.imdb.com/title/tt1454468/?ref_=adv_li_tt	2013	Drama, Sci-Fi, Thriller	Two astronauts work together to survive after an accident leaves them stranded in space.
392	Capernaum	https://www.imdb.com/title/tt8267604/?ref_=adv_li_tt	2018	Drama	While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.
393	Toy Story 4	https://www.imdb.com/title/tt1979376/?ref_=adv_li_tt	2019	Animation, Adventure, Comedy	When a new toy called "Forky" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.
394	Big Hero 6	https://www.imdb.com/title/tt2245084/?ref_=adv_li_tt	2014	Animation, Action, Adventure	A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.
395	Who Framed Roger Rabbit	https://www.imdb.com/title/tt0096438/?ref_=adv_li_tt	1988	Adventure, Comedy, Crime	A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.
396	The Great Escape	https://www.imdb.com/title/tt0057115/?ref_=adv_li_tt	1963	Adventure, Drama, History	Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.
397	The Day the Earth Stood Still	https://www.imdb.com/title/tt0043456/?ref_=adv_li_tt	1951	Drama, Sci-Fi	An alien lands in Washington, D.C. and tells the people of Earth that they must live peacefully or be destroyed as a danger to other planets.
398	Dogville	https://www.imdb.com/title/tt0276919/?ref_=adv_li_tt	2003	Crime, Drama	A woman on the run from the mob is reluctantly accepted in a small Colorado community in exchange for labor, but when a search visits the town she finds out that their support has a price.
399	As Good as It Gets	https://www.imdb.com/title/tt0119822/?ref_=adv_li_tt	1997	Comedy, Drama, Romance	A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.
400	The Graduate	https://www.imdb.com/title/tt0061722/?ref_=adv_li_tt	1967	Comedy, Drama, Romance	A disillusioned college graduate finds himself torn between his older lover and her daughter.
401	Close	https://www.imdb.com/title/tt9660502/?ref_=adv_li_tt	I 2022	Drama	The intense friendship between two thirteen-year old boys Leo and Remi suddenly gets disrupted. Struggling to understand what has happened, Léo approaches Sophie, Rémi's mother. "Close" is a film about friendship and responsibility.
402	Boyhood	https://www.imdb.com/title/tt1065073/?ref_=adv_li_tt	I 2014	Drama	The life of Mason, from early childhood to his arrival at college.
403	True Grit	https://www.imdb.com/title/tt1403865/?ref_=adv_li_tt	2010	Drama, Western	A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.
404	Hachi: A Dog's Tale	https://www.imdb.com/title/tt1028532/?ref_=adv_li_tt	2009	Biography, Drama, Family	A college professor bonds with an abandoned dog he takes into his home.
405	The Sting	https://www.imdb.com/title/tt0070735/?ref_=adv_li_tt	1973	Comedy, Crime, Drama	Two grifters team up to pull off the ultimate con.
406	The Machinist	https://www.imdb.com/title/tt0361862/?ref_=adv_li_tt	2004	Drama, Thriller	An industrial worker who hasn't slept in a year begins to doubt his own sanity.
407	Happiness	https://www.imdb.com/title/tt0147612/?ref_=adv_li_tt	1998	Comedy, Drama	The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts which society as a whole might find disturbing in a desperate search for human connection.
408	Captain Fantastic	https://www.imdb.com/title/tt3553976/?ref_=adv_li_tt	2016	Comedy, Drama	In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent.
409	The Ten Commandments	https://www.imdb.com/title/tt0049833/?ref_=adv_li_tt	1956	Adventure, Drama, Family	Moses, raised as a prince of Egypt in the Pharaoh's household, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people from slavery.
410	Gone Baby Gone	https://www.imdb.com/title/tt0452623/?ref_=adv_li_tt	2007	Crime, Drama, Mystery	Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.
411	Life of Pi	https://www.imdb.com/title/tt0454876/?ref_=adv_li_tt	2012	Adventure, Drama, Fantasy	A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.
412	Dallas Buyers Club	https://www.imdb.com/title/tt0790636/?ref_=adv_li_tt	2013	Biography, Drama	In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.
413	The Bourne Ultimatum	https://www.imdb.com/title/tt0440963/?ref_=adv_li_tt	2007	Action, Mystery, Thriller	Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.
414	The Royal Tenenbaums	https://www.imdb.com/title/tt0265666/?ref_=adv_li_tt	2001	Comedy, Drama	The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.
415	Kill Bill: Vol. 2	https://www.imdb.com/title/tt0378194/?ref_=adv_li_tt	2004	Action, Crime, Thriller	The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle.
416	The King's Speech	https://www.imdb.com/title/tt1504320/?ref_=adv_li_tt	2010	Biography, Drama, History	The story of King George VI, his unexpected ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer.
417	Some Like It Hot	https://www.imdb.com/title/tt0053291/?ref_=adv_li_tt	1959	Comedy, Music, Romance	After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.
418	Eastern Promises	https://www.imdb.com/title/tt0765443/?ref_=adv_li_tt	2007	Crime, Drama, Thriller	A teenager who dies during childbirth leaves clues in her journal that could tie her child to a rape involving a violent Russian mob family.
419	Boyz n the Hood	https://www.imdb.com/title/tt0101507/?ref_=adv_li_tt	1991	Crime, Drama	Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects.
420	Tumbbad	https://www.imdb.com/title/tt8239946/?ref_=adv_li_tt	2018	Drama, Fantasy, Horror	A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.
421	In the Mood for Love	https://www.imdb.com/title/tt0118694/?ref_=adv_li_tt	2000	Drama, Romance	Two neighbors form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs.
422	The Lego Movie	https://www.imdb.com/title/tt1490017/?ref_=adv_li_tt	2014	Animation, Action, Adventure	An ordinary LEGO construction worker, thought to be the prophesied as "special", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.
423	End of Watch	https://www.imdb.com/title/tt1855199/?ref_=adv_li_tt	2012	Action, Crime, Drama	Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends and what happens when they meet criminal forces greater than themselves.
424	The Invisible Guest	https://www.imdb.com/title/tt4857264/?ref_=adv_li_tt	2016	Crime, Drama, Mystery	A successful entrepreneur accused of murder and a witness preparation expert have less than three hours to come up with an impregnable defense.
425	My Neighbor Totoro	https://www.imdb.com/title/tt0096283/?ref_=adv_li_tt	1988	Animation, Comedy, Family	When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.
426	Serenity	https://www.imdb.com/title/tt0379786/?ref_=adv_li_tt	2005	Action, Adventure, Sci-Fi	The crew of the ship Serenity try to evade an assassin sent to recapture telepath River.
427	Moonrise Kingdom	https://www.imdb.com/title/tt1748122/?ref_=adv_li_tt	2012	Comedy, Drama, Family	A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.
428	Captain America: The Winter Soldier	https://www.imdb.com/title/tt1843866/?ref_=adv_li_tt	2014	Action, Adventure, Sci-Fi	As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.
